;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year
121;Mo Dao Zu Shi;37208;ONA;15;25 min. per ep.;B.CMAY PICTURES;Web;Action,Adventure,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;1005;8.48;N\A;2018
122;Mob Psycho 100;32182;TV;12;24 min. per ep.;Bones;Web;Action,Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;35;8.48;N\A;2016
123;Vivy: Fluorite Eye's Song;46095;TV;13;24 min. per ep.;Wit Studio;Original;Action,Sci-Fi,Suspense;N\A; R - 17+ (violence & profanity)  ;503;8.48;N\A;2021
124;Zoku Owarimonogatari;36999;Movie;6;28 min. per ep.;Shaft;Light;Comedy,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;985;8.47;N\A;2018
125;Nichijou;10165;TV;26;23 min. per ep.;Kyoto Animation;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;169;8.46;Shounen;2011
126;Owarimonogatari;31181;TV;12;26 min. per ep.;Shaft;Light;Comedy,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;411;8.46;N\A;2015
127;Saenai Heroine no Sodatekata Fine;36885;Movie;1;1 hr. 54 min.;CloverWorks;Light;Comedy,Romance,Ecchi;Harem,School; PG-13 - Teens 13 or older  ;1288;8.46;N\A;2019
128;"Steins;Gate Movie: Fuka Ryouiki no Déjà vu";11577;Movie;1;1 hr. 30 min.;White Fox;Visual;Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;327;8.46;N\A;2013
129;Haikyuu!!;20583;TV;25;24 min. per ep.;Production I.G;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;37;8.46;Shounen;2014
130;Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari;11981;Movie;1;1 hr. 56 min.;Shaft;Original;Drama,Mystery,Suspense;N\A; PG-13 - Teens 13 or older  ;544;8.46;N\A;2013
131;Golden Kamuy 3rd Season;40059;TV;12;23 min. per ep.;Geno Studio;Manga;Action,Adventure;N\A; R - 17+ (violence & profanity)  ;1504;8.45;Seinen;2020
132;Mo Dao Zu Shi: Xian Yun Pian;38450;ONA;8;24 min. per ep.;B.CMAY PICTURES;Web;Action,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;1949;8.45;N\A;2019
133;Mushishi Zoku Shou: Odoro no Michi;24687;Special;1;47 min.;Artland;Manga;Adventure,Fantasy,Mystery,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;1825;8.45;Seinen;2014
134;Yuu☆Yuu☆Hakusho;392;TV;112;24 min. per ep.;Studio Pierrot;Manga;Action,Comedy,Supernatural;Demons,Martial Arts; PG-13 - Teens 13 or older  ;278;8.45;Shounen;1992
135;Saiki Kusuo no Ψ-nan 2;34612;TV;24;24 min. per ep.;J.C.Staff,Egg Firm;Manga;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;337;8.44;Shounen;2018
136;Wu Liuqi Zhi Xuanwu Guo Pian;45556;ONA;10;16 min. per ep.;add some;Original;Action,Adventure,Comedy,Drama,Mystery;Martial Arts,Super Power; R - 17+ (violence & profanity)  ;3884;8.44;N\A;2021
137;Gintama: Yorinuki Gintama-san on Theater 2D;21899;Movie;2;1 hr. 36 min. per ep.;Sunrise;Manga;Action,Comedy,Sci-Fi;Historical,Parody,Samurai; PG-13 - Teens 13 or older  ;2980;8.44;Shounen;2012
138;JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season;26055;TV;24;23 min. per ep.;David Production;Manga;Action,Adventure,Drama,Supernatural;N\A; R - 17+ (violence & profanity)  ;135;8.44;Shounen;2015
139;Karakai Jouzu no Takagi-san 3;49721;TV;12;24 min. per ep.;Shin-Ei Animation;Manga;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1670;8.44;Shounen;2022
140;Grand Blue;37105;TV;12;24 min. per ep.;Zero-G;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;259;8.43;Seinen;2018
141;Kono Oto Tomare! 2nd Season;38889;TV;13;23 min. per ep.;Platinum Vision;Manga;Drama,Romance;Music,School; PG-13 - Teens 13 or older  ;1382;8.43;Shounen;2019
142;Koukaku Kidoutai: Stand Alone Complex;467;TV;26;25 min. per ep.;Production I.G;Manga;Action,Sci-Fi;Mecha,Military,Police; R - 17+ (violence & profanity)  ;490;8.43;Seinen;2002
143;Mononoke;2246;TV;12;22 min. per ep.;Toei Animation;Original;Fantasy,Horror,Mystery,Supernatural;Demons,Historical,Psychological; R - 17+ (violence & profanity)  ;701;8.43;Seinen;2007
144;Saiki Kusuo no Ψ-nan;33255;TV;120;5 min. per ep.;J.C.Staff,Egg Firm;Manga;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;139;8.43;Shounen;2016
145;Natsume Yuujinchou Movie: Utsusemi ni Musubu;36538;Movie;1;1 hr. 44 min.;Shuka;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;2379;8.42;Shoujo;2018
146;Sayonara no Asa ni Yakusoku no Hana wo Kazarou;35851;Movie;1;1 hr. 55 min.;P.A. Works;Original;Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;525;8.42;N\A;2018
147;86 Part 2;48569;TV;12;23 min. per ep.;A-1 Pictures;Light;Action,Drama,Sci-Fi;Mecha,Military; R - 17+ (violence & profanity)  ;782;8.42;N\A;2021
148;Fumetsu no Anata e;41025;TV;20;25 min. per ep.;Brain's Base;Manga;Adventure,Drama,Supernatural;N\A; R - 17+ (violence & profanity)  ;261;8.42;Shounen;2021
149;Holo no Graffiti;44042;ONA;Unknown;1 min.;Hololive Production;Other;N\A;N\A; PG-13 - Teens 13 or older  ;2782;8.42;N\A;2019
150;Major S5;5028;TV;25;24 min. per ep.;SynergySP;Manga;Comedy,Drama,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;2231;8.42;Shounen;2009
151;Doupo Cangqiong: San Nian Zhi Yue;49701;ONA;13;24 min. per ep.;Motion Magic;Novel;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;8699;8.41;N\A;2021
152;Kara no Kyoukai 7: Satsujin Kousatsu (Go);5205;Movie;1;2 hr. 1 min.;ufotable;Light;Action,Mystery,Romance,Supernatural,Suspense;N\A; R - 17+ (violence & profanity)  ;997;8.41;N\A;2009
153;Kaze ga Tsuyoku Fuiteiru;37965;TV;23;23 min. per ep.;Production I.G;Novel;Drama,Sports;N\A; PG-13 - Teens 13 or older  ;750;8.41;N\A;2018
154;Kobayashi-san Chi no Maid Dragon S;39247;TV;12;23 min. per ep.;Kyoto Animation;Manga;Comedy,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;426;8.41;N\A;2021
155;Non Non Biyori Nonstop;39808;TV;12;24 min. per ep.;SILVER LINK.;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1776;8.41;Seinen;2021
156;Shingeki no Kyojin: Kuinaki Sentaku;25781;OVA;2;27 min. per ep.;Wit Studio;Visual;Action,Fantasy;N\A; R - 17+ (violence & profanity)  ;406;8.41;Shoujo;2014
157;Tensei shitara Slime Datta Ken 2nd Season;39551;TV;12;23 min. per ep.;8bit;Light;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;222;8.41;N\A;2021
158;Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou;39741;Movie;1;1 hr. 31 min.;Kyoto Animation;Light;Drama,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;612;8.41;N\A;2019
159;Natsume Yuujinchou Roku Specials;36275;Special;2;23 min. per ep.;Shuka;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;2951;8.40;Shoujo;2017
160;3-gatsu no Lion;31646;TV;22;25 min. per ep.;Shaft;Manga;Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;276;8.40;Seinen;2016
161;Chihayafuru 2;14397;TV;25;22 min. per ep.;Madhouse;Manga;Drama,Slice of Life,Sports;Game,School; PG-13 - Teens 13 or older  ;899;8.40;Josei;2013
162;Cross Game;5941;TV;50;23 min. per ep.;SynergySP;Manga;Comedy,Drama,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;1521;8.40;Shounen;2009
163;Gintama°: Aizome Kaori-hen;32366;OVA;2;26 min. per ep.;Bandai Namco Pictures;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;2070;8.40;N\A;2016
164;Houseki no Kuni (TV);35557;TV;12;24 min. per ep.;Orange;Manga;Action,Drama,Fantasy,Mystery;N\A; PG-13 - Teens 13 or older  ;469;8.40;Seinen;2017
165;Hunter x Hunter;136;TV;62;23 min. per ep.;Nippon Animation;Manga;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;339;8.40;Shounen;1999
166;Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen;37999;TV;12;25 min. per ep.;A-1 Pictures;Manga;Comedy,Romance;Psychological,School; PG-13 - Teens 13 or older  ;66;8.40;Seinen;2019
167;Baccano!;2251;TV;13;24 min. per ep.;Brain's Base;Light;Action,Comedy,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;155;8.39;N\A;2007
168;Barakamon;22789;TV;12;22 min. per ep.;Kinema Citrus;Web;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;272;8.39;N\A;2014
169;Tian Guan Ci Fu;40730;ONA;11;25 min. per ep.;Haoliners Animation League;Web;Action,Adventure,Drama,Supernatural;N\A; PG-13 - Teens 13 or older  ;1958;8.39;N\A;2020
170;Usagi Drop;10162;TV;11;22 min. per ep.;Production I.G;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;387;8.39;Josei;2011
171;Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan;39547;TV;12;24 min. per ep.;feel.;Light;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;288;8.39;N\A;2020
172;Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season;39587;TV;13;27 min. per ep.;White Fox;Light;Drama,Fantasy,Suspense;N\A; R - 17+ (violence & profanity)  ;131;8.38;N\A;2020
173;Cowboy Bebop: Tengoku no Tobira;5;Movie;1;1 hr. 55 min.;Bones;Original;Action,Drama,Mystery,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;552;8.38;N\A;2001
174;Kamisama Hajimemashita: Kako-hen;30709;OVA;4;30 min. per ep.;TMS Entertainment;Manga;Comedy,Fantasy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;1293;8.38;Shoujo;2015
175;Kizumonogatari I: Tekketsu-hen;9260;Movie;1;1 hr. 4 min.;Shaft;Light;N\A;N\A; R - 17+ (violence & profanity)  ;375;8.38;N\A;2016
176;Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari;11979;Movie;1;1 hr. 49 min.;Shaft;Original;Drama,Suspense;N\A; PG-13 - Teens 13 or older  ;1016;8.38;N\A;2012
177;Hellsing Ultimate;777;OVA;10;49 min. per ep.;Madhouse,Satelight,Graphinica;Manga;Action,Horror,Supernatural;Military,Vampire; R - 17+ (violence & profanity)  ;161;8.37;Seinen;2006
178;Kaze no Tani no Nausicaä;572;Movie;1;1 hr. 57 min.;Topcraft;Manga;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;563;8.37;N\A;1984
179;Kimetsu no Yaiba: Mugen Ressha-hen;49926;TV;7;24 min. per ep.;ufotable;Manga;Action,Supernatural;Demons,Historical; R - 17+ (violence & profanity)  ;519;8.37;Shounen;2021
180;Mushoku Tensei: Isekai Ittara Honki Dasu;39535;TV;11;23 min. per ep.;Studio Bind;Light;Drama,Fantasy,Ecchi;N\A; R - 17+ (violence & profanity)  ;143;8.37;N\A;2021
181;Bakuman. 2nd Season;10030;TV;25;24 min. per ep.;J.C.Staff;Manga;Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;560;8.36;Shounen;2011
182;Kingdom 2nd Season;17389;TV;39;25 min. per ep.;Studio Pierrot;Manga;N\A;Historical,Military; R - 17+ (violence & profanity)  ;1723;8.36;Seinen;2013
183;Mahou Shoujo Madoka★Magica;9756;TV;12;24 min. per ep.;Shaft;Original;Drama,Suspense;N\A; PG-13 - Teens 13 or older  ;89;8.36;N\A;2011
184;Given;39533;TV;11;22 min. per ep.;Lerche;Manga;Boys Love,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;395;8.35;N\A;2019
185;Haikyuu!!: To the Top;38883;TV;13;24 min. per ep.;Production I.G;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;188;8.35;Shounen;2020
186;Kiseijuu: Sei no Kakuritsu;22535;TV;24;23 min. per ep.;Madhouse;Manga;Action,Drama,Horror,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;41;8.35;Seinen;2014
187;Psycho-Pass;13601;TV;22;23 min. per ep.;Production I.G;Original;Action,Sci-Fi,Suspense;Police,Psychological; R - 17+ (violence & profanity)  ;53;8.35;N\A;2012
188;Shoujo☆Kageki Revue Starlight Movie;40664;Movie;1;2 hr.;Kinema Citrus;Original;N\A;Music,School; PG-13 - Teens 13 or older  ;6667;8.35;N\A;2021
189;Natsume Yuujinchou: Itsuka Yuki no Hi ni;20651;OVA;1;23 min.;Brain's Base;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;2086;8.34;Shoujo;2014
190;Neon Genesis Evangelion;30;TV;26;24 min. per ep.;Gainax,Tatsunoko Production;Original;Action,Avant Garde,Drama,Sci-Fi;Mecha,Psychological; PG-13 - Teens 13 or older  ;49;8.34;N\A;1995
191;One Outs;5040;TV;25;23 min. per ep.;Madhouse;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;901;8.34;Seinen;2008
192;Uchuu Senkan Yamato 2199;12029;OVA;26;25 min. per ep.;Xebec,AIC;Original;Action,Drama,Sci-Fi;Military,Space; PG-13 - Teens 13 or older  ;1647;8.34;N\A;2012
193;Versailles no Bara;338;TV;40;24 min. per ep.;Tokyo Movie Shinsha;Manga;Drama,Romance;Historical,Military; PG-13 - Teens 13 or older  ;1930;8.34;Shoujo;1979
194;Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.;9989;TV;11;22 min. per ep.;A-1 Pictures;Original;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;55;8.34;N\A;2011
195;Bakemonogatari;5081;TV;15;25 min. per ep.;Shaft;Light;Mystery,Romance,Supernatural;N\A; R - 17+ (violence & profanity)  ;79;8.34;N\A;2009
196;Gintama: Shiroyasha Koutan;6945;Special;1;10 min.;Sunrise;Manga;Action,Comedy,Sci-Fi;Historical,Parody; PG-13 - Teens 13 or older  ;2286;8.34;N\A;2008
197;K-On! Movie;9617;Movie;1;1 hr. 50 min.;Kyoto Animation;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;644;8.34;N\A;2011
198;Made in Abyss Movie 2: Hourou Suru Tasogare;37515;Movie;1;1 hr. 45 min.;Kinema Citrus;Web;Adventure,Drama,Fantasy,Mystery,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;1833;8.34;N\A;2019
199;Major S6;7655;TV;25;24 min. per ep.;SynergySP;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;2413;8.34;Shounen;2010
200;Katanagatari;6594;TV;12;50 min. per ep.;White Fox;Light;Action,Adventure,Romance;Historical,Martial Arts; R - 17+ (violence & profanity)  ;340;8.33;N\A;2010
201;Kemono no Souja Erin;5420;TV;50;25 min. per ep.;Production I.G,Trans Arts;Novel;Drama,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1995;8.33;N\A;2009
202;Mobile Suit Gundam: The Origin;10937;OVA;6;1 hr. 11 min. per ep.;Sunrise;Manga;Action,Sci-Fi;Mecha,Military,Space; R+ - Mild Nudity  ;2292;8.33;Shounen;2015
203;Ookami to Koushinryou II;5341;TV;12;24 min. per ep.;Brain's Base,Marvy Jack;Light;Adventure,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;389;8.33;N\A;2009
204;Romeo no Aoi Sora;2559;TV;33;23 min. per ep.;Nippon Animation;Novel;Adventure,Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2767;8.33;N\A;1995
205;Sakamichi no Apollon;12531;TV;12;22 min. per ep.;Tezuka Productions,MAPPA;Manga;Drama,Romance;Music,School; PG-13 - Teens 13 or older  ;536;8.33;Josei;2012
206;Tenki no Ko;38826;Movie;1;1 hr. 52 min.;CoMix Wave Films;Original;Drama,Fantasy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;174;8.33;N\A;2019
207;World Trigger 3rd Season;44940;TV;14;23 min. per ep.;Toei Animation;Manga;Action,Sci-Fi,Supernatural;N\A; PG-13 - Teens 13 or older  ;2098;8.33;Shounen;2021
208;Natsume Yuujinchou;4081;TV;13;24 min. per ep.;Brain's Base;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;362;8.32;Shoujo;2008
209;Natsume Yuujinchou Go Specials;34534;Special;2;23 min. per ep.;Shuka;Manga;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;2962;8.32;Shoujo;2017
210;NHK ni Youkoso!;1210;TV;24;24 min. per ep.;Gonzo;Novel;Comedy,Drama,Romance;N\A; R+ - Mild Nudity  ;240;8.32;N\A;2006
211;"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou";37095;Special;1;34 min.;Kyoto Animation;Light;Drama,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;726;8.32;N\A;2018
212;Boku dake ga Inai Machi;31043;TV;12;23 min. per ep.;A-1 Pictures;Manga;Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;30;8.32;Seinen;2016
213;Evangelion: 2.0 You Can (Not) Advance;3784;Movie;1;1 hr. 52 min.;Khara;Original;Action,Drama,Sci-Fi;Mecha,Psychological; PG-13 - Teens 13 or older  ;379;8.32;N\A;2009
214;Fate/stay night: Unlimited Blade Works 2nd Season;28701;TV;13;24 min. per ep.;ufotable;Visual;Action,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;179;8.32;N\A;2015
215;Hotarubi no Mori e;10408;Movie;1;45 min.;Brain's Base;Manga;Drama,Romance,Supernatural;N\A; G - All Ages  ;204;8.32;Shoujo;2011
216;Doukyuusei (Movie);30346;Movie;1;1 hr.;A-1 Pictures;Manga;Boys Love,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;859;8.31;N\A;2016
217;Douluo Dalu: Xiaowu Juebie;42498;ONA;13;20 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Adventure,Fantasy,Romance;Historical,Martial Arts; PG-13 - Teens 13 or older  ;6044;8.31;N\A;2020
218;Hunter x Hunter: Original Video Animation;137;OVA;8;24 min. per ep.;Nippon Animation;Manga;Action,Adventure;N\A; PG-13 - Teens 13 or older  ;1508;8.31;Shounen;2002
219;Kuroko no Basket 3rd Season;24415;TV;25;24 min. per ep.;Production I.G;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;235;8.31;Shounen;2015
220;Major: World Series;11917;OVA;2;28 min. per ep.;SynergySP;Manga;Comedy,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;3225;8.31;Shounen;2011
221;Shinsekai yori;13125;TV;25;22 min. per ep.;A-1 Pictures;Novel;Drama,Horror,Mystery,Sci-Fi,Supernatural;N\A; R - 17+ (violence & profanity)  ;207;8.31;N\A;2012
222;Shirobako;25835;TV;24;24 min. per ep.;P.A. Works;Original;Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;435;8.31;N\A;2014
223;Sono Bisque Doll wa Koi wo Suru;48736;TV;12;23 min. per ep.;CloverWorks;Manga;Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;410;8.31;Seinen;2022
224;Tensei shitara Slime Datta Ken 2nd Season Part 2;41487;TV;12;23 min. per ep.;8bit;Manga;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;370;8.31;N\A;2021
225;Rurouni Kenshin: Meiji Kenkaku Romantan;45;TV;94;25 min. per ep.;Gallop,Studio Deen;Manga;Action,Adventure,Comedy,Romance;Historical,Samurai; PG-13 - Teens 13 or older  ;393;8.30;Shounen;1996
226;"Steins;Gate: Oukoubakko no Poriomania";10863;Special;1;24 min.;White Fox;Visual;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;448;8.30;N\A;2012
227;Beck;57;TV;26;25 min. per ep.;Madhouse;Manga;Comedy,Drama,Slice of Life;N\A; R - 17+ (violence & profanity)  ;614;8.30;Shounen;2004
228;Detective Conan Movie 06: The Phantom of Baker Street;1365;Movie;1;1 hr. 47 min.;TMS Entertainment;Manga;Adventure,Mystery;N\A; PG-13 - Teens 13 or older  ;2164;8.30;Shounen;2002
229;Diamond no Ace: Second Season;30230;TV;51;24 min. per ep.;Production I.G,Madhouse;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;1456;8.30;Shounen;2015
230;Dr. Stone;38691;TV;24;24 min. per ep.;TMS Entertainment;Manga;Adventure,Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;60;8.30;Shounen;2019
231;Fate/Zero;10087;TV;13;28 min. per ep.;ufotable;Light;Action,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;69;8.30;N\A;2011
232;Hibike! Euphonium 2;31988;TV;13;23 min. per ep.;Kyoto Animation;Novel;N\A;Music,School; PG-13 - Teens 13 or older  ;965;8.30;N\A;2016
233;Initial D First Stage;185;TV;26;25 min. per ep.;Gallop,Studio Comet;Manga;Action,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;624;8.30;Seinen;1998
234;Kino no Tabi: The Beautiful World;486;TV;13;24 min. per ep.;A.C.G.T.;Light;Action,Adventure,Slice of Life;N\A; R - 17+ (violence & profanity)  ;706;8.30;N\A;2003
235;Gintama: Shinyaku Benizakura-hen;9735;Special;1;11 min.;Sunrise;Manga;Action,Comedy,Sci-Fi;Historical,Parody,Samurai; PG-13 - Teens 13 or older  ;3006;8.29;Shounen;2010
236;Nodame Cantabile;1698;TV;23;22 min. per ep.;J.C.Staff;Manga;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;637;8.29;Josei;2007
237;Redline;6675;Movie;1;1 hr. 42 min.;Madhouse;Original;Action,Sci-Fi,Sports;N\A; R+ - Mild Nudity  ;569;8.29;N\A;2009
238;Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai;37450;TV;13;24 min. per ep.;CloverWorks;Light;Comedy,Drama,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;59;8.29;N\A;2018
239;Tsubasa: Tokyo Revelations;2685;OVA;3;30 min. per ep.;Production I.G;Manga;Action,Adventure,Drama,Fantasy,Romance;N\A; R - 17+ (violence & profanity)  ;1826;8.29;Shounen;2007
240;Planetes;329;TV;26;25 min. per ep.;Sunrise;Manga;Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;850;8.28;Seinen;2003
241;Stranger: Mukou Hadan;2418;Movie;1;1 hr. 43 min.;Bones;Original;Action,Adventure;Historical,Samurai; R - 17+ (violence & profanity)  ;616;8.28;N\A;2007
242;Tokyo Godfathers;759;Movie;1;1 hr. 32 min.;Madhouse;Original;Comedy,Drama;N\A; PG-13 - Teens 13 or older  ;783;8.28;N\A;2003
243;Ashita no Joe;2402;TV;79;25 min. per ep.;Mushi Production;Manga;Action,Drama,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;2058;8.28;Shounen;1970
244;Bakemono no Ko;28805;Movie;1;1 hr. 59 min.;Studio Chizu;Original;Adventure,Supernatural;N\A; PG-13 - Teens 13 or older  ;485;8.28;N\A;2015
245;Gin no Saji 2nd Season;19363;TV;11;24 min. per ep.;A-1 Pictures;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1345;8.28;Shounen;2014
246;Great Pretender;40052;TV;23;23 min. per ep.;Wit Studio;Original;Action,Adventure,Comedy,Mystery;N\A; R - 17+ (violence & profanity)  ;357;8.28;N\A;2020
247;Gyakkyou Burai Kaiji: Ultimate Survivor;3002;TV;26;23 min. per ep.;Madhouse;Manga;N\A;Game,Psychological; R - 17+ (violence & profanity)  ;597;8.28;Seinen;2007
248;Kono Subarashii Sekai ni Shukufuku wo! 2;32937;TV;10;23 min. per ep.;Studio Deen;Light;Adventure,Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;77;8.28;N\A;2017
249;Koukaku Kidoutai;43;Movie;1;1 hr. 22 min.;Production I.G;Manga;Action,Sci-Fi;Mecha,Police,Psychological; R+ - Mild Nudity  ;317;8.28;Seinen;1995
250;Hajime no Ippo: Champion Road;264;Special;1;1 hr. 30 min.;Madhouse;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;1525;8.27;Shounen;2003
251;Tenkuu no Shiro Laputa;513;Movie;1;2 hr. 4 min.;Studio Ghibli;Original;Adventure,Fantasy,Romance,Sci-Fi;N\A; PG - Children  ;429;8.27;N\A;1986
252;Wu Liuqi Zhi Zui Qiang Fa Xing Shi;40784;ONA;10;16 min. per ep.;add some;Original;Action,Comedy,Drama,Mystery;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;3037;8.27;N\A;2019
253;Yuru Camp△;34798;TV;12;23 min. per ep.;C-Station;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;438;8.27;N\A;2018
254;Non Non Biyori Movie: Vacation;36990;Movie;1;1 hr. 11 min.;SILVER LINK.;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2237;8.26;Seinen;2018
255;Space☆Dandy 2nd Season;23327;TV;13;24 min. per ep.;Bones;Original;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;1240;8.26;N\A;2014
256;Stand By Me Doraemon 2;40853;Movie;1;1 hr. 35 min.;Shirogumi,Shin-Ei Animation;Manga;Comedy,Sci-Fi;N\A; PG - Children  ;5009;8.26;N\A;2020
257;Tonari no Totoro;523;Movie;1;1 hr. 26 min.;Studio Ghibli;Original;Adventure,Supernatural;N\A; G - All Ages  ;130;8.26;N\A;1988
258;Hunter x Hunter: Greed Island Final;139;OVA;14;24 min. per ep.;Nippon Animation;Manga;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;1389;8.26;Shounen;2004
259;Initial D Final Stage;22507;TV;4;27 min. per ep.;SynergySP;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;1542;8.26;Seinen;2014
260;Luo Xiao Hei Zhan Ji (Movie);40211;Movie;1;1 hr. 41 min.;add some;Original;Adventure,Drama,Fantasy;N\A; G - All Ages  ;4806;8.26;N\A;2019
261;Danshi Koukousei no Nichijou;11843;TV;12;24 min. per ep.;Sunrise;Web;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;199;8.25;N\A;2012
262;Diamond no Ace: Act II;38731;TV;52;24 min. per ep.;Madhouse;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;2076;8.25;Shounen;2019
263;Gyakkyou Burai Kaiji: Hakairoku-hen;10271;TV;26;24 min. per ep.;Madhouse;Manga;N\A;Game,Psychological; R - 17+ (violence & profanity)  ;1102;8.25;Seinen;2011
